MagCAPShock,FixedPropRates,reliab_total,reliab_avg,reliab_min,d_end,π_end,Δμ_pc
-0.44,0.02,51.0,1.0,1.0,159.46466383094395,251.40502487204753,-0.44
-0.43,0.02,51.0,1.0,1.0,159.55482191238914,251.40742758306118,-0.43
-0.42,0.02,51.0,1.0,1.0,159.64232065068379,251.40920491775503,-0.42
-0.41,0.02,51.0,1.0,1.0,159.73139308471562,251.41051920132873,-0.41
-0.4,0.02,51.0,1.0,1.0,159.82041430813396,251.41145799067104,-0.4
-0.39,0.02,51.0,1.0,1.0,159.90940370148698,251.41145649356338,-0.39
-0.38,0.02,51.0,1.0,1.0,159.99841099542607,251.41145507782704,-0.38
-0.37,0.02,51.0,1.0,1.0,160.0875439778292,251.4114537544518,-0.37
-0.36,0.02,51.0,1.0,1.0,160.17704640284134,251.4114525330357,-0.36
-0.35,0.02,51.0,1.0,1.0,160.26770295148387,251.4114514097835,-0.35
-0.34,0.02,51.0,1.0,1.0,160.3465259770447,251.4114511721631,-0.34
-0.33,0.02,51.0,1.0,1.0,160.4181333681921,251.41145118179492,-0.33
-0.32,0.02,51.0,1.0,1.0,160.50332350940892,251.41145117833796,-0.32
-0.31,0.02,51.0,1.0,1.0,160.58938681991935,251.4114511744104,-0.31
-0.3,0.02,51.0,1.0,1.0,160.63380577078317,251.4114511702183,-0.3
-0.29,0.02,51.0,1.0,1.0,160.6338057707831,251.41145116574359,-0.29
-0.28,0.02,51.0,1.0,1.0,160.63380577078317,251.41145115711006,-0.28
-0.27,0.02,51.0,1.0,1.0,160.63380577078314,251.41145016250533,-0.27
-0.26,0.02,51.0,1.0,1.0,160.6338057707832,251.41144866779968,-0.26
-0.25,0.02,51.0,1.0,1.0,160.63380577078317,251.4114464311593,-0.25
-0.24,0.02,51.0,1.0,1.0,160.6338057707832,251.41144337746078,-0.24
-0.23,0.02,51.0,1.0,1.0,160.63380577078314,251.41144291580335,-0.23
-0.22,0.02,51.0,1.0,1.0,160.6338057707832,251.4114423092378,-0.22
-0.21,0.02,51.0,1.0,1.0,160.6338057707832,251.41144166393997,-0.21
-0.2,0.02,51.0,1.0,1.0,160.63380577078317,251.41143769963364,-0.2
-0.19,0.02,51.0,1.0,1.0,160.63380577078323,251.41138967684768,-0.19
-0.18,0.02,51.0,1.0,1.0,160.63380577078317,251.41132124162212,-0.18
-0.17,0.02,51.0,1.0,1.0,160.63380577078317,251.4112240032091,-0.17
-0.16,0.02,51.0,1.0,1.0,160.6338057707832,251.41108623029223,-0.16
-0.15,0.02,51.0,1.0,1.0,160.6338057707832,251.4108382911272,-0.15
-0.14,0.02,51.0,1.0,1.0,160.63380577078308,251.41044274444863,-0.14
-0.13,0.02,51.0,1.0,1.0,160.63380577078314,251.41036638334063,-0.13
-0.12,0.02,51.0,1.0,1.0,160.63380577078325,251.40838055616737,-0.12
-0.11,0.02,51.0,1.0,1.0,160.6338057707832,251.40485910808746,-0.11
-0.1,0.02,51.0,1.0,1.0,160.6338057707831,251.39945997041352,-0.1
-0.09,0.02,51.0,1.0,1.0,160.6338057707831,251.39119822293299,-0.09
-0.08,0.02,51.0,1.0,1.0,160.63380577078317,251.37856417095418,-0.08
-0.07,0.02,51.0,1.0,1.0,160.63380577078323,251.35922871365597,-0.07
